student_id,question_id,topic,difficulty,question_type,student_answer,correct_answer,is_correct,score,time_spent,result,transaction
S27,Q27,Data Preprocessing,Medium,True/False,Candidate generation,True,0,0,38,Wrong,"['Student_S27', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Wrong']"
S24,Q37,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,16,Correct,"['Student_S24', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S93,Q18,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,34,Correct,"['Student_S93', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S26,Q10,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,21,Correct,"['Student_S26', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S54,Q32,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,60,Correct,"['Student_S54', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S63,Q20,Apriori,Hard,MCQ,Reduce dimensionality,Candidate generation,0,0,16,Wrong,"['Student_S63', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S89,Q11,Classification,Easy,True/False,Detect anomalies,Decision Tree,0,0,50,Wrong,"['Student_S89', 'Topic_Classification', 'Difficulty_Easy', 'Wrong']"
S13,Q29,Data Preprocessing,Medium,True/False,True,True,1,1,33,Correct,"['Student_S13', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S72,Q36,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,36,Correct,"['Student_S72', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S16,Q23,FP-Growth,Hard,MCQ,Candidate generation,Uses FP-tree,0,0,32,Wrong,"['Student_S16', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S42,Q44,Evaluation Metrics,Medium,True/False,Accuracy,Accuracy,1,1,15,Correct,"['Student_S42', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S49,Q40,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,20,Correct,"['Student_S49', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S82,Q52,Data Preprocessing,Medium,True/False,True,True,1,1,14,Correct,"['Student_S82', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S11,Q11,Data Preprocessing,Easy,True/False,True,True,1,1,30,Correct,"['Student_S11', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S84,Q19,Apriori,Hard,True/False,Candidate generation,Candidate generation,0,0,38,Wrong,"['Student_S84', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S100,Q56,Data Preprocessing,Hard,True/False,True,True,1,1,36,Correct,"['Student_S100', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S22,Q12,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,52,Correct,"['Student_S22', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S33,Q48,Clustering,Easy,MCQ,Reduce dimensionality,Initial centroids,0,0,16,Wrong,"['Student_S33', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S13,Q5,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,11,Correct,"['Student_S13', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S99,Q26,Evaluation Metrics,Easy,MCQ,Accuracy,Accuracy,1,1,26,Correct,"['Student_S99', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S80,Q10,Clustering,Hard,True/False,Initial centroids,Initial centroids,1,1,29,Correct,"['Student_S80', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S30,Q16,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,18,Correct,"['Student_S30', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S68,Q54,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,52,Correct,"['Student_S68', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S46,Q56,Data Preprocessing,Medium,True/False,Accuracy,True,0,0,27,Wrong,"['Student_S46', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Wrong']"
S71,Q29,Association Rules,Hard,MCQ,Detect anomalies,Support and Confidence,0,0,50,Wrong,"['Student_S71', 'Topic_Association Rules', 'Difficulty_Hard', 'Wrong']"
S96,Q41,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,32,Correct,"['Student_S96', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S62,Q35,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,29,Correct,"['Student_S62', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S47,Q27,Apriori,Easy,True/False,Decision Tree,Candidate generation,0,0,10,Wrong,"['Student_S47', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S67,Q53,Association Rules,Medium,True/False,Detect anomalies,Support and Confidence,0,0,44,Wrong,"['Student_S67', 'Topic_Association Rules', 'Difficulty_Medium', 'Wrong']"
S2,Q45,Outlier Detection,Medium,True/False,Detect anomalies,Detect anomalies,1,1,10,Correct,"['Student_S2', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S99,Q28,Apriori,Hard,MCQ,Candidate generation,Candidate generation,1,1,60,Correct,"['Student_S99', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S1,Q36,Data Preprocessing,Easy,True/False,True,True,1,1,45,Correct,"['Student_S1', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S56,Q26,FP-Growth,Easy,True/False,Reduce dimensionality,Uses FP-tree,0,0,24,Wrong,"['Student_S56', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S34,Q6,Feature Selection,Hard,MCQ,Accuracy,Reduce dimensionality,0,0,58,Wrong,"['Student_S34', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S79,Q52,Apriori,Medium,True/False,Reduce dimensionality,Candidate generation,0,0,22,Wrong,"['Student_S79', 'Topic_Apriori', 'Difficulty_Medium', 'Wrong']"
S9,Q12,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,50,Correct,"['Student_S9', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S59,Q40,Outlier Detection,Medium,True/False,Uses FP-tree,Detect anomalies,0,0,30,Wrong,"['Student_S59', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Wrong']"
S3,Q10,Classification,Hard,MCQ,Decision Tree,Decision Tree,1,1,21,Correct,"['Student_S3', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S14,Q19,Apriori,Easy,True/False,Decision Tree,Candidate generation,0,0,24,Wrong,"['Student_S14', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S12,Q10,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,31,Correct,"['Student_S12', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S54,Q20,Outlier Detection,Medium,True/False,Detect anomalies,Detect anomalies,1,1,54,Correct,"['Student_S54', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S5,Q22,Clustering,Easy,MCQ,Initial centroids,Initial centroids,1,1,27,Correct,"['Student_S5', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S100,Q26,Clustering,Hard,True/False,Support and Confidence,Initial centroids,0,0,22,Wrong,"['Student_S100', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S33,Q53,Feature Selection,Easy,MCQ,Uses FP-tree,Reduce dimensionality,0,0,34,Wrong,"['Student_S33', 'Topic_Feature Selection', 'Difficulty_Easy', 'Wrong']"
S99,Q29,FP-Growth,Hard,MCQ,Uses FP-tree,Uses FP-tree,0,0,39,Wrong,"['Student_S99', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S95,Q50,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,40,Correct,"['Student_S95', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S50,Q44,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,50,Correct,"['Student_S50', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S94,Q3,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,26,Correct,"['Student_S94', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S62,Q41,Apriori,Easy,True/False,Candidate generation,Candidate generation,1,1,13,Correct,"['Student_S62', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S86,Q14,Clustering,Easy,True/False,Initial centroids,Initial centroids,1,1,30,Correct,"['Student_S86', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S2,Q11,Apriori,Hard,MCQ,Reduce dimensionality,Candidate generation,0,0,60,Wrong,"['Student_S2', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S32,Q1,Classification,Hard,True/False,Decision Tree,Decision Tree,1,1,54,Correct,"['Student_S32', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S77,Q10,Data Preprocessing,Easy,MCQ,True,True,1,1,20,Correct,"['Student_S77', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S64,Q6,Data Preprocessing,Hard,MCQ,True,True,1,1,13,Correct,"['Student_S64', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S46,Q42,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,18,Correct,"['Student_S46', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S63,Q15,Data Preprocessing,Hard,True/False,Detect anomalies,True,0,0,56,Wrong,"['Student_S63', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Wrong']"
S25,Q2,Feature Selection,Medium,MCQ,Candidate generation,Reduce dimensionality,0,0,12,Wrong,"['Student_S25', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S63,Q46,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,44,Correct,"['Student_S63', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S90,Q32,FP-Growth,Hard,MCQ,Accuracy,Uses FP-tree,0,0,32,Wrong,"['Student_S90', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S42,Q47,Outlier Detection,Medium,MCQ,Detect anomalies,Detect anomalies,1,1,14,Correct,"['Student_S42', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S68,Q10,Outlier Detection,Medium,True/False,Accuracy,Detect anomalies,0,0,33,Wrong,"['Student_S68', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Wrong']"
S59,Q1,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,11,Correct,"['Student_S59', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S80,Q55,Data Preprocessing,Hard,MCQ,True,True,0,0,56,Wrong,"['Student_S80', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Wrong']"
S9,Q43,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,43,Correct,"['Student_S9', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S88,Q32,Evaluation Metrics,Easy,True/False,Accuracy,Accuracy,1,1,30,Correct,"['Student_S88', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S53,Q42,Data Preprocessing,Easy,MCQ,Accuracy,True,0,0,52,Wrong,"['Student_S53', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S9,Q3,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,22,Correct,"['Student_S9', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S14,Q32,FP-Growth,Easy,MCQ,Uses FP-tree,Uses FP-tree,1,1,46,Correct,"['Student_S14', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S83,Q54,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,43,Correct,"['Student_S83', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S80,Q45,Apriori,Easy,True/False,Candidate generation,Candidate generation,1,1,24,Correct,"['Student_S80', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S78,Q46,Clustering,Easy,MCQ,Initial centroids,Initial centroids,1,1,51,Correct,"['Student_S78', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S63,Q60,Clustering,Medium,MCQ,True,Initial centroids,0,0,45,Wrong,"['Student_S63', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S96,Q57,Feature Selection,Medium,MCQ,Candidate generation,Reduce dimensionality,0,0,43,Wrong,"['Student_S96', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S6,Q47,Clustering,Medium,MCQ,Uses FP-tree,Initial centroids,0,0,43,Wrong,"['Student_S6', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S13,Q7,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,22,Correct,"['Student_S13', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S25,Q34,FP-Growth,Hard,MCQ,Accuracy,Uses FP-tree,0,0,57,Wrong,"['Student_S25', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S72,Q27,Clustering,Hard,True/False,Initial centroids,Initial centroids,1,1,53,Correct,"['Student_S72', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S59,Q45,Feature Selection,Easy,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,60,Correct,"['Student_S59', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S24,Q36,Feature Selection,Hard,True/False,Support and Confidence,Reduce dimensionality,0,0,44,Wrong,"['Student_S24', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S77,Q29,Data Preprocessing,Medium,True/False,True,True,1,1,33,Correct,"['Student_S77', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S53,Q49,Feature Selection,Hard,True/False,Uses FP-tree,Reduce dimensionality,0,0,46,Wrong,"['Student_S53', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S70,Q14,Feature Selection,Hard,True/False,True,Reduce dimensionality,0,0,38,Wrong,"['Student_S70', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S58,Q26,Classification,Hard,MCQ,Decision Tree,Decision Tree,1,1,28,Correct,"['Student_S58', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S77,Q2,Evaluation Metrics,Easy,True/False,Accuracy,Accuracy,1,1,10,Correct,"['Student_S77', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S39,Q15,FP-Growth,Medium,MCQ,Uses FP-tree,Uses FP-tree,1,1,59,Correct,"['Student_S39', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S89,Q53,Apriori,Hard,MCQ,Candidate generation,Candidate generation,1,1,16,Correct,"['Student_S89', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S5,Q30,Data Preprocessing,Easy,MCQ,Candidate generation,True,0,0,33,Wrong,"['Student_S5', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S75,Q16,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,15,Correct,"['Student_S75', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S74,Q26,FP-Growth,Hard,MCQ,Uses FP-tree,Uses FP-tree,1,1,56,Correct,"['Student_S74', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S42,Q51,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,54,Correct,"['Student_S42', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S90,Q37,Clustering,Hard,True/False,Decision Tree,Initial centroids,0,0,56,Wrong,"['Student_S90', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S74,Q25,Clustering,Easy,True/False,Initial centroids,Initial centroids,1,1,32,Correct,"['Student_S74', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S56,Q27,Clustering,Easy,MCQ,Initial centroids,Initial centroids,1,1,50,Correct,"['Student_S56', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S100,Q41,Feature Selection,Easy,True/False,Accuracy,Reduce dimensionality,0,0,12,Wrong,"['Student_S100', 'Topic_Feature Selection', 'Difficulty_Easy', 'Wrong']"
S41,Q35,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,19,Correct,"['Student_S41', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S7,Q44,Feature Selection,Medium,MCQ,Uses FP-tree,Reduce dimensionality,0,0,37,Wrong,"['Student_S7', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S38,Q51,Feature Selection,Easy,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,31,Correct,"['Student_S38', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S11,Q31,Classification,Hard,True/False,Decision Tree,Decision Tree,1,1,26,Correct,"['Student_S11', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S11,Q26,Evaluation Metrics,Medium,MCQ,Support and Confidence,Accuracy,0,0,40,Wrong,"['Student_S11', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S72,Q13,Outlier Detection,Medium,MCQ,Detect anomalies,Detect anomalies,1,1,45,Correct,"['Student_S72', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S79,Q48,Evaluation Metrics,Easy,MCQ,Accuracy,Accuracy,1,1,14,Correct,"['Student_S79', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S35,Q50,Feature Selection,Medium,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,17,Correct,"['Student_S35', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S86,Q27,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,22,Correct,"['Student_S86', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S42,Q23,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,32,Correct,"['Student_S42', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S79,Q53,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,38,Correct,"['Student_S79', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S6,Q60,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,19,Correct,"['Student_S6', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S97,Q47,Clustering,Easy,MCQ,Uses FP-tree,Initial centroids,0,0,49,Wrong,"['Student_S97', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S19,Q56,Apriori,Easy,True/False,Candidate generation,Candidate generation,1,1,54,Correct,"['Student_S19', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S15,Q20,Outlier Detection,Medium,MCQ,True,Detect anomalies,0,0,23,Wrong,"['Student_S15', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Wrong']"
S95,Q35,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,45,Correct,"['Student_S95', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S62,Q40,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,34,Correct,"['Student_S62', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S75,Q58,Evaluation Metrics,Easy,True/False,Support and Confidence,Accuracy,0,0,13,Wrong,"['Student_S75', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S37,Q13,Apriori,Easy,True/False,Candidate generation,Candidate generation,1,1,51,Correct,"['Student_S37', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S2,Q5,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,52,Correct,"['Student_S2', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S85,Q24,Clustering,Easy,True/False,Reduce dimensionality,Initial centroids,0,0,24,Wrong,"['Student_S85', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S49,Q33,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,48,Correct,"['Student_S49', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S69,Q6,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,45,Correct,"['Student_S69', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S92,Q2,Classification,Easy,True/False,True,Decision Tree,0,0,41,Wrong,"['Student_S92', 'Topic_Classification', 'Difficulty_Easy', 'Wrong']"
S51,Q48,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,53,Correct,"['Student_S51', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S46,Q23,Apriori,Easy,True/False,Decision Tree,Candidate generation,0,0,50,Wrong,"['Student_S46', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S33,Q57,Feature Selection,Easy,True/False,Reduce dimensionality,Reduce dimensionality,1,1,24,Correct,"['Student_S33', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S20,Q22,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,15,Correct,"['Student_S20', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S94,Q25,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,36,Correct,"['Student_S94', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S31,Q37,Association Rules,Medium,True/False,Support and Confidence,Support and Confidence,1,1,48,Correct,"['Student_S31', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S43,Q29,Evaluation Metrics,Easy,MCQ,Accuracy,Accuracy,1,1,51,Correct,"['Student_S43', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S18,Q38,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,18,Correct,"['Student_S18', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S40,Q45,Evaluation Metrics,Easy,True/False,Support and Confidence,Accuracy,0,0,51,Wrong,"['Student_S40', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S73,Q59,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,45,Correct,"['Student_S73', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S69,Q47,Clustering,Easy,True/False,Support and Confidence,Initial centroids,0,0,56,Wrong,"['Student_S69', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S4,Q49,Data Preprocessing,Medium,True/False,True,True,1,1,29,Correct,"['Student_S4', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S57,Q48,Apriori,Easy,MCQ,Initial centroids,Candidate generation,0,0,18,Wrong,"['Student_S57', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S24,Q2,Apriori,Hard,MCQ,Uses FP-tree,Candidate generation,0,0,24,Wrong,"['Student_S24', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S88,Q2,Data Preprocessing,Easy,True/False,Support and Confidence,True,0,0,42,Wrong,"['Student_S88', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S78,Q31,Data Preprocessing,Easy,True/False,True,True,1,1,41,Correct,"['Student_S78', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S61,Q9,Association Rules,Easy,MCQ,Decision Tree,Support and Confidence,0,0,36,Wrong,"['Student_S61', 'Topic_Association Rules', 'Difficulty_Easy', 'Wrong']"
S98,Q1,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,57,Correct,"['Student_S98', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S86,Q13,FP-Growth,Easy,MCQ,Detect anomalies,Uses FP-tree,0,0,49,Wrong,"['Student_S86', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S63,Q45,Data Preprocessing,Medium,MCQ,Reduce dimensionality,True,0,0,35,Wrong,"['Student_S63', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Wrong']"
S100,Q3,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,35,Correct,"['Student_S100', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S79,Q48,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,43,Correct,"['Student_S79', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S14,Q29,Outlier Detection,Easy,MCQ,Accuracy,Detect anomalies,0,0,44,Wrong,"['Student_S14', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Wrong']"
S51,Q48,Classification,Hard,True/False,Decision Tree,Decision Tree,1,1,43,Correct,"['Student_S51', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S98,Q41,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,38,Correct,"['Student_S98', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S51,Q57,Apriori,Medium,True/False,Candidate generation,Candidate generation,1,1,20,Correct,"['Student_S51', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S55,Q19,Classification,Hard,MCQ,Detect anomalies,Decision Tree,0,0,51,Wrong,"['Student_S55', 'Topic_Classification', 'Difficulty_Hard', 'Wrong']"
S58,Q6,Evaluation Metrics,Easy,MCQ,Accuracy,Accuracy,0,0,18,Wrong,"['Student_S58', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S51,Q27,Data Preprocessing,Medium,MCQ,True,True,1,1,21,Correct,"['Student_S51', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S59,Q38,FP-Growth,Medium,MCQ,Candidate generation,Uses FP-tree,0,0,30,Wrong,"['Student_S59', 'Topic_FP-Growth', 'Difficulty_Medium', 'Wrong']"
S89,Q42,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,15,Correct,"['Student_S89', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S15,Q46,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,15,Correct,"['Student_S15', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S68,Q46,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,34,Correct,"['Student_S68', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S71,Q25,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,46,Correct,"['Student_S71', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S85,Q56,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,21,Correct,"['Student_S85', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S99,Q46,Classification,Medium,True/False,Decision Tree,Decision Tree,1,1,29,Correct,"['Student_S99', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S94,Q50,Outlier Detection,Medium,MCQ,Detect anomalies,Detect anomalies,1,1,17,Correct,"['Student_S94', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S17,Q13,Classification,Hard,True/False,Decision Tree,Decision Tree,1,1,10,Correct,"['Student_S17', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S59,Q32,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,48,Correct,"['Student_S59', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S64,Q16,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,39,Correct,"['Student_S64', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
